Id	Label	Location	Repository	Type
BLAdd28010	British Library: Addit. 28010	London	British Library	MS
BLAdd28789	British Library: Addit. 28789	London	British Library	MS
BLAdd28617	British Library: Addit. 28617	London	British Library	MS
BLAdd28635	British Library: Addit. 28635	London	British Library	MS
BLAdd28636	British Library: Addit. 28636	London	British Library	MS
BLAdd29729	British Library: Addit. 29729	London	British Library	MS
BLAdd30338	British Library: Addit. 30338	London	British Library	MS
BLAdd30358	British Library: Addit. 30358	London	British Library	MS
BLAdd30371	British Library: Addit. 30371	London	British Library	MS
BLAdd30506	British Library: Addit. 30506	London	British Library	MS
BLAdd31042	"British Library: Addit. 31042 [London Thornton
            Manuscript]"	London	British Library	MS
BLAdd31922	British Library: Addit. 31922	London	British Library	MS
BLAdd32006	British Library: Addit. 32006	London	British Library	MS
BLAdd32427	British Library: Addit. 32427	London	British Library	MS
BLAdd32578	British Library: Addit. 32578	London	British Library	MS
BLAdd32621	British Library: Addit. 32621	London	British Library	MS
BLAdd33381	British Library: Addit. 33381	London	British Library	MS
BLAdd33956	British Library: Addit. 33956	London	British Library	MS
BLAdd33957	British Library: Addit. 33957	London	British Library	MS
BLAdd33994	British Library: Addit. 33994	London	British Library	MS
BLAdd33995	British Library: Addit. 33995	London	British Library	MS
BLAdd33996	British Library: Addit. 33996	London	British Library	MS
BLAdd34111	British Library: Addit. 34111	London	British Library	MS
BLAdd34193	British Library: Addit. 34193	London	British Library	MS
BLAdd34360	British Library: Addit. 34360 [olim Phillipps 9053]	London	British Library	MS
BLAdd34779	British Library: Addit. 34779	London	British Library	MS
BLAdd34801	British Library: Addit. 34801	London	British Library	MS
BLAdd34889	British Library: Addit. 34889	London	British Library	MS
BLAdd35116	British Library: Addit. 35116	London	British Library	MS
BLAdd35157	British Library: Addit. 35157	London	British Library	MS
BLAdd35213	British Library: Addit. 35213	London	British Library	MS
BLAdd35286	British Library: Addit. 35286 [olim Ashburnham 125]	London	British Library	MS
BLAdd35287	British Library: Addit. 35287	London	British Library	MS
BLAdd35288	British Library: Addit. 35288	London	British Library	MS
BLAdd35290	British Library: Addit. 35290 [olim Ashburnham 137]	London	British Library	MS
BLAdd36523	British Library: Addit. 36523	London	British Library	MS
BLAdd36683	British Library: Addit. 36683	London	British Library	MS
BLAdd36791	British Library: Addit. 36791	London	British Library	MS
BLAdd36983	British Library: Addit. 36983 [olim Bedford Public Library]	London	British Library	MS
BLAdd37049	British Library: Addit. 37049	London	British Library	MS
BLAdd37075	British Library: Addit. 37075	London	British Library	MS
BLAdd37223	British Library: Addit. 37223	London	British Library	MS
BLAdd37492	British Library: Addit. 37492 [olim Fillingham]	London	British Library	MS
BLAdd37505	British Library: Addit. 37505	London	British Library	MS
BLAdd37605	British Library: Addit. 37605	London	British Library	MS
BLAdd37677	British Library: Addit. 37677	London	British Library	MS
BLAdd37787	British Library: Addit. 37787	London	British Library	MS
BLAdd37788	British Library: Addit. 37788	London	British Library	MS
BLAdd37790	British Library: Addit. 37790	London	British Library	MS
BLAdd38010	British Library: Addit. 38010	London	British Library	MS
BLAdd38178	British Library: Addit. 38178	London	British Library	MS
BLAdd38179	British Library: Addit. 38179	London	British Library	MS
BLAdd38181	British Library: Addit. 38181	London	British Library	MS
BLAdd38666	British Library: Addit. 38666	London	British Library	MS
BLAdd38690	British Library: Addit. 38690	London	British Library	MS
BLAdd39196	British Library: Addit. 39196	London	British Library	MS
BLAdd39547	British Library: Addit. 39547	London	British Library	MS
BLAdd39574	British Library: Addit. 39574	London	British Library	MS
BLAdd39659	British Library: Addit. 39659	London	British Library	MS
BLAdd39864	British Library: Addit. 39864	London	British Library	MS
BLAdd39922	British Library: Addit. 39922	London	British Library	MS
BLAdd39996	British Library: Addit. 39996 [olim Phillipps 9803]	London	British Library	MS
BLAdd40166c3	British Library: Addit. 40166 C3	London	British Library	MS
BLAdd40166c6	British Library: Addit. 40166 C6	London	British Library	MS
BLAdd40673	British Library: Addit. 40673 [olim Wrest Park]	London	British Library	MS
BLAdd40732	British Library: Addit. 40732 [olim Taymouth Castle]	London	British Library	MS
BLAdd41063	British Library: Addit. 41063 (v) [olim Taymouth Castle]	London	British Library	MS
BLAdd41666	British Library: Addit. 41666	London	British Library	MS
BLAdd42134	British Library: Addit. 42134 [olim Rivington Hall, Newton Cartulary]	London	British Library	MS
BLAdd43406	British Library: Addit. 43406 [olim Muchelney Abbey Breviary]	London	British Library	MS
BLAdd43489	British Library: Addit. 43489	London	British Library	MS
BLAdd43490	British Library: Addit. 43490	London	British Library	MS
BLAdd43491	British Library: Addit. 43491	London	British Library	MS
BLAdd45102	British Library: Addit. 45102 U	London	British Library	MS
BLAdd45557	British Library: Addit. 45557	London	British Library	MS
BLAdd45896	British Library: Addit. 45896	London	British Library	MS
BLAdd6113	British Library: Addit. 113	London	British Library	MS
BLAdd46919	British Library: Addit. 46919 [olim Phillipps 8336]	London	British Library	MS
BLAdd47663	British Library: Addit. 47663 M	London	British Library	MS
BLAdd47682	British Library: Addit. 47682 [olim Holkham Hall 666]	London	British Library	MS
BLAdd48031	British Library: Addit. 48031 A [olim Calthorpe, Yelverton 35]	London	British Library	MS
BLAdd50848	British Library: Addit. 50848	London	British Library	MS
BLAdd57335	British Library: Addit. 57335 [Sotheby’s Sale Cat. 14 June 1971, lot 1524]	London	British Library	MS
BLAdd59495	British Library: Addit. 59495 [olim Trentham Hall]	London	British Library	MS
BLAdd59496	British Library: Addit. 59496	London	British Library	MS
BLAdd60577	British Library: Addit. 60577 [Winchester Anthology]	London	British Library	MS
BLAdd61901	British Library: Addit. 61901	London	British Library	MS
BLAdd62998	British Library: Addit. 62998	London	British Library	MS
BLAdd12030	British Library: Addit. 12030	London	British Library	MS
BLAdd33785	British Library: Addit. 33785 	London	British Library	MS
BLAddCh5960	British Library: Add. Charter 5960	London	British Library	MS
BLAddRoll63481	British Library: Add. Roll 63481 B [olim Redgrave Hall]	London	British Library	MS
BLAru20	British Library: Arundel 20	London	British Library	MS
BLAru26	British Library: Arundel 26	London	British Library	MS
BLAru38	British Library: Arundel 38	London	British Library	MS
BLAru42	British Library: Arundel 42	London	British Library	MS
BLAru57	British Library: Arundel 57	London	British Library	MS
BLAru59	British Library: Arundel 59	London	British Library	MS
BLAru83	British Library: Arundel 83 [De Lisle Psalter]	London	British Library	MS
BLAru99	British Library: Arundel 99	London	British Library	MS
BLAru119	British Library: Arundel 119	London	British Library	MS
BLAru140	British Library: Arundel 140	London	British Library	MS
BLAru168	British Library: Arundel 168	London	British Library	MS
BLAru220	British Library: Arundel 220	London	British Library	MS
BLAru231	British Library: Arundel 231 (2)	London	British Library	MS
BLAru248	British Library: Arundel 248	London	British Library	MS
BLAru249	British Library: Arundel 249	London	British Library	MS
BLAru272	British Library: Arundel 272	London	British Library	MS
BLAru285	British Library: Arundel 285	London	British Library	MS
BLAru286	British Library: Arundel 286	London	British Library	MS
BLAru288	British Library: Arundel 288	London	British Library	MS
BLAru292	British Library: Arundel 292	London	British Library	MS
BLAru318	British Library: Arundel 318	London	British Library	MS
BLAru327	British Library: Arundel 327	London	British Library	MS
BLAru359	British Library: Arundel 359	London	British Library	MS
BLAru396	British Library: Arundel 396	London	British Library	MS
BLAru507	British Library: Arundel 507	London	British Library	MS
BLAshb27	British Library: Ashburnham 27	London	British Library	MS
BLCottAppVI	British Library: Cotton App. VI	London	British Library	MS
BLCottAppVII	British Library: Cotton App. VII	London	British Library	MS
BLCottAppVIII	British Library: Cotton App. VIII	London	British Library	MS
BLCottAppXXVII	British Library: Cotton App. XXVII	London	British Library	MS
BLCottAugAIV	British Library: Cotton Augustus A.IV	London	British Library	MS
BlCottCalAII	British Library: Cotton Caligula A.II	London	British Library	MS
BLCottCalAIX	British Library: Cotton Caligula A.IX	London	British Library	MS
BLCottCalAXI	British Library: Cotton Caligula A.XI	London	British Library	MS
BLCottCharIV18	British Library: Cotton Charters IV.18	London	British Library	MS
BLCottClauAII	British Library: Cotton Claudius A.II	London	British Library	MS
BLCottClauDVII	British Library: Cotton Claudius D.VII	London	British Library	MS
BLCottClauEIII	British Library: Cotton Claudius E.III	London	British Library	MS
BLCottCleoBII	British Library: Cotton Cleopatra B.II	London	British Library	MS
BLCottCleoBVI	British Library: Cotton Cleopatra B.VI	London	British Library	MS
BLCottCleoCIV	British Library: Cotton Cleopatra C.IV	London	British Library	MS
BLCottCleoCVI	British Library: Cotton Cleopatra C.VI	London	British Library	MS
BLCottCleoCVIII	British Library: Cotton Cleopatra C.VIII	London	British Library	MS
BLCottCleoDVI	British Library: Cotton Cleopatra D.VI	London	British Library	MS
BLCottCleoDVII	British Library: Cotton Cleopatra D.VII	London	British Library	MS
BLCottCleoDVIII	British Library: Cotton Cleopatra D.VIII	London	British Library	MS
BLCottCleoDIX	British Library: Cotton Cleopatra D.IX	London	British Library	MS
BLCottCleoFIII	British Library: Cotton Cleopatra F.III	London	British Library	MS
BLCottDomXVIII	British Library: Cotton Domitianus XVIII	London	British Library	MS
BLCottFausAV	British Library: Cotton Faustina A.V	London	British Library	MS
BLCottFausBIII	British Library: Cotton Faustina B.III	London	British Library	MS
BLCottFausBVI	British Library: Cotton Faustina B.VI	London	British Library	MS
BLCottFausBVII	British Library: Cotton Faustina B.VII	London	British Library	MS
BLCottFausCXII	British Library: Cotton Faustina C.XII	London	British Library	MS
BLCottFragXXIX	British Library: Cotton Fragments XXIX	London	British Library	MS
BlCottGalAXIX	British Library: Cotton Galba A.XIX	London	British Library	MS
BlCottGalEVIII	British Library: Cotton Galba E.VIII	London	British Library	MS
BlCottGalEIX	British Library: Cotton Galba E.IX	London	British Library	MS
BLCottJulAV	British Library: Cotton Julius A.V	London	British Library	MS
BLCottJulBI	British Library: Cotton Julius B.I	London	British Library	MS
BLCottJulBII	British Library: Cotton Julius B.II	London	British Library	MS
BLCottJulBXII	British Library: Cotton Julius B.XII	London	British Library	MS
BLCottJulDVIII	British Library: Cotton Julius D.VIII	London	British Library	MS
BLCottJulDIX	British Library: Cotton Julius D.IX	London	British Library	MS
BLCottJulEIV	British Library: Cotton Julius E.IV	London	British Library	MS
BLCottJulFX	British Library: Cotton Julius F.X	London	British Library	MS
BLCottNeroAVI	British Library: Cotton Nero A.VI	London	British Library	MS
BLCottNeroAX	British Library: Cotton Nero A.X (art. 3)	London	British Library	MS
BLCottNeroAXIV	British Library: Cotton Nero A.XIV	London	British Library	MS
BLCottNeroCXII	British Library: Cotton Nero C.XII	London	British Library	MS
BLCottNeroCXI	British Library: Cotton Nero C.XI	London	British Library	MS
BLCottNeroDV	British Library: Cotton Nero D.V	London	British Library	MS
BLCottNeroDXI	British Library: Cotton Nero D.XI	London	British Library	MS
BLCottOthoAXVIII	British Library: Cotton Otho A.XVIII (MS destroyed by fire; transcribed by William Thomas, 1721)	London	British Library	MS
BLCottOthBV	British Library: Cotton Otho B.V	London	British Library	MS
BLCottOthCXIII	British Library: Cotton Otho C.XIII	London	British Library	MS
BLCottRollsII23	British Library: Cotton Rolls II 23	London	British Library	MS
BLCottTibAVII	British Library: Cotton Tiberius A.VII	London	British Library	MS
BLCottTibBIII	British Library: Cotton Tiberius B.III	London	British Library	MS
BLCottTibBXIII	British Library: Cotton Tiberius B.XIII	London	British Library	MS
BLCottTibCVII	British Library: Cotton Tiberius C.VII	London	British Library	MS
BLCottTibDVII	British Library: Cotton Tiberius D.VII, Part 1	London	British Library	MS
BLCottTibDVIII	British Library: Cotton Tiberius D.VIII	London	British Library	MS
BLCottTibEII	British Library: Cotton Tiberius E.II	London	British Library	MS
BLCottTibEVII	British Library: Cotton Tiberius E.VII	London	British Library	MS
BLCottTitAXX	British Library: Cotton Titus A.XX	London	British Library	MS
BLCottTitAXXIII	British Library: Cotton Titus A.XXIII	London	British Library	MS
BLCottTitAXXV	British Library: Cotton Titus A.XXV	London	British Library	MS
BLCottTitAXXVI	British Library: Cotton Titus A.XXVI	London	British Library	MS
BLCottTitCXIX	British Library: Cotton Titus C.XIX	London	British Library	MS
BLCottTitDXI	British Library: Cotton Titus D.XI	London	British Library	MS
BLCottTitDXII	British Library: Cotton Titus D.XII	London	British Library	MS
BLCottTitDXV	British Library: Cotton Titus D.XV	London	British Library	MS
BLCottTitDXVIII	British Library: Cotton Titus D.XVIII	London	British Library	MS
BLCottTitDXX	British Library: Cotton Titus D.XX	London	British Library	MS
BLCottVesAIII	British Library: Cotton Vespasian A.III	London	British Library	MS
BLCottVesAXII	British Library: Cotton Vespasian A.XII	London	British Library	MS
BLCottVesAXXV	British Library: Cotton Vespasian A.XXV	London	British Library	MS
BLCottVesBXII	British Library: Cotton Vespasian B.XII	London	British Library	MS
BLCottVesBXVI	British Library: Cotton Vespasian B.XVI	London	British Library	MS
BLCottVesDVII	British Library: Cotton Vespasian D.VII	London	British Library	MS
BLCottVesDVIII	British Library: Cotton Vespasian D.VIII	London	British Library	MS
BLCottVesDIX	British Library: Cotton Vespasian D.IX	London	British Library	MS
BLCottVesDXIII	British Library: Cotton Vespasian D.XIII	London	British Library	MS
BLCottVesEVII	British Library: Cotton Vespasian E.VII	London	British Library	MS
BLCottVesEVIII	British Library: Cotton Vespasian E.VIII	London	British Library	MS
BLCottVesEXVI	British Library: Cotton Vespasian E.XVI	London	British Library	MS
BLCottVitAI	British Library: Cotton Vitellius A.I	London	British Library	MS
BLCottVitAXVI	British Library: Cotton Vitellius A.XVI	London	British Library	MS
BLCottVitCXIII	British Library: Cotton Vitellius C.XIII	London	British Library	MS
BLCottVitDIII	British Library: Cotton Vitellius D.III	London	British Library	MS
BLCottVitDXI	British Library: Cotton Vitellius D.XI	London	British Library	MS
BLCottVitDXII	British Library: Cotton Vitellius D.XII	London	British Library	MS
BLCottVitDXX	British Library: Cotton Vitellius D.XX	London	British Library	MS
BLCottVitEX	British Library: Cotton Vitellius E.X	London	British Library	MS
BLCottVitFIX	British Library: Cotton VitelliusI F.IX	London	British Library	MS
BLCottVitFXIII	British Library: Cotton Vitellius F.XIII	London	British Library	MS
BLEge613	British Library: Egerton 613	London	British Library	MS
BLEge614	British Library: Egerton 614	London	British Library	MS
BLEge615	British Library: Egerton 615	London	British Library	MS
BLEge650	British Library: Egerton 650	London	British Library	MS
BLEge655	British Library: Egerton 655	London	British Library	MS
BLEge657	British Library: Egerton 657	London	British Library	MS
BLEge665	British Library: Egerton 665	London	British Library	MS
BLEge833	British Library: Egerton 833	London	British Library	MS
BLEge845	British Library: Egerton 845	London	British Library	MS
BLEge913	British Library: Egerton 913	London	British Library	MS
BLEge927	British Library: Egerton 927	London	British Library	MS
BLEge1151	British Library: Egerton 1151	London	British Library	MS
BLEge1624	British Library: Egerton 1624	London	British Library	MS
BLEge1991	British Library: Egerton 1991	London	British Library	MS
BLEge1992	British Library: Egerton 1992	London	British Library	MS
BLEge1993	British Library: Egerton 1993	London	British Library	MS
BLEge1995	British Library: Egerton 1995	London	British Library	MS
BLEge2257	British Library: Egerton 2257	London	British Library	MS
BLEge2572	British Library: Egerton 2572	London	British Library	MS
BLEge2642	British Library: Egerton 2642	London	British Library	MS
BLEge2711	British Library: Egerton 2711	London	British Library	MS
BLEge2726	British Library: Egerton 2726 [olim Haistwell]	London	British Library	MS
BLEge2788	British Library: Egerton 2788	London	British Library	MS
BLEge2810	British Library: Egerton 2810 [olim Allan of Darlington]	London	British Library	MS
BLEge2862	British Library: Egerton 2862 [olim Sutherland, Trentham Hall]	London	British Library	MS
BLEge2863	British Library: Egerton 2863 [olim Norton, post Compton Hall]	London	British Library	MS
BLEge2864	British Library: Egerton 2864 [olim Ingilby, post Compton Hall]	London	British Library	MS
BLEge2891	British Library: Egerton 2891	London	British Library	MS
BLEge3002	British Library: Egerton 3002	London	British Library	MS
BLEge3143	British Library: Egerton 3143 [olim Clumber]	London	British Library	MS
BLEge3245	British Library: Egerton 3245 [olim Gurney]	London	British Library	MS
BLEge3307	British Library: Egerton 3307	London	British Library	MS
BLEge3309	British Library: Egerton 3309 [olim Castle Howard]	London	British Library	MS
BLEge3425	British Library: Egerton 3425	London	British Library	MS
BLEge3537	British Library: Egerton 3537	London	British Library	MS
BLHar24	British Library: Harley 24	London	British Library	MS
BLHar43	British Library: Harley 43	London	British Library	MS
BLHar44	British Library: Harley 44	London	British Library	MS
BLHar45	British Library: Harley 45	London	British Library	MS
BLHar51	British Library: Harley 51	London	British Library	MS
BLHar53	British Library: Harley 53	London	British Library	MS
BLHar63	British Library: Harley 63	London	British Library	MS
BLHar78	British Library: Harley 78	London	British Library	MS
BLHar114	British Library: Harley 114	London	British Library	MS
BLHar116	British Library: Harley 116	London	British Library	MS
BLHar149	British Library: Harley 149	London	British Library	MS
BLHar153	British Library: Harley 153	London	British Library	MS
BLHar165	British Library: Harley 165	London	British Library	MS
BLHar172	British Library: Harley 172	London	British Library	MS
BLHar201	British Library: Harley 201	London	British Library	MS
BLHar206	British Library: Harley 206	London	British Library	MS
BLHar210	British Library: Harley 210	London	British Library	MS
BLHar211	British Library: Harley 211	London	British Library	MS
BLHar215	British Library: Harley 215	London	British Library	MS
BLHar218	British Library: Harley 218	London	British Library	MS
BLHar219	British Library: Harley 219	London	British Library	MS
BLHar237	British Library: Harley 237	London	British Library	MS
BLHar245	British Library: Harley 245	London	British Library	MS
BLHar247	British Library: Harley 247	London	British Library	MS
BLHar266	British Library: Harley 266	London	British Library	MS
BLHar271	British Library: Harley 271	London	British Library	MS
BLHar275	British Library: Harley 275	London	British Library	MS
BLHar293	British Library: Harley 293	London	British Library	MS
BLHar322	British Library: Harley 322	London	British Library	MS
BLHar331	British Library: Harley 331	London	British Library	MS
BLHar367	British Library: Harley 367	London	British Library	MS
BLHar372	British Library: Harley 372	London	British Library	MS
BLHar374	British Library: Harley 374	London	British Library	MS
BLHar435	British Library: Harley 435	London	British Library	MS
BLHar485	British Library: Harley 485	London	British Library	MS
BLHar486	British Library: Harley 486	London	British Library	MS
BLHar494	British Library: Harley 494	London	British Library	MS
BLHar505	British Library: Harley 505	London	British Library	MS
BLHar525	British Library: Harley 525	London	British Library	MS
BLHar533	British Library: Harley 533	London	British Library	MS
BLHar536	British Library: Harley 536	London	British Library	MS
BLHar541	British Library: Harley 541	London	British Library	MS
BLHar542	British Library: Harley 542	London	British Library	MS
BLHar543	British Library: Harley 543	London	British Library	MS
BLHar545	British Library: Harley 545	London	British Library	MS
BLHar559	British Library: Harley 559	London	British Library	MS
BLHar565	British Library: Harley 565	London	British Library	MS
BLHar614	British Library: Harley 614	London	British Library	MS
BLHar629	British Library: Harley 629	London	British Library	MS
BLHar655	British Library: Harley 655	London	British Library	MS
BLHar661	British Library: Harley 661	London	British Library	MS
BLHar665	British Library: Harley 665	London	British Library	MS
BLHar667	British Library: Harley 667	London	British Library	MS
BLHar671	British Library: Harley 671	London	British Library	MS
BLHar682	British Library: Harley 682	London	British Library	MS
BLHar712	British Library: Harley 712	London	British Library	MS
BLHar741	British Library: Harley 741	London	British Library	MS
BLHar746	British Library: Harley 746	London	British Library	MS
BLHar753	British Library: Harley 753	London	British Library	MS
BLHar838	British Library: Harley 838	London	British Library	MS
BLHar853	British Library: Harley 853	London	British Library	MS
BLHar874	British Library: Harley 874	London	British Library	MS
BLHar875	British Library: Harley 875	London	British Library	MS
BLHar913	British Library: Harley 913	London	British Library	MS
BLHar941	British Library: Harley 941	London	British Library	MS
BLHar957	British Library: Harley 957	London	British Library	MS
BLHar978	British Library: Harley 978	London	British Library	MS
BLHar984	British Library: Harley 984	London	British Library	MS
BLHar1002	British Library: Harley 1002	London	British Library	MS
BLHar1022	British Library: Harley 1022	London	British Library	MS
BLHar1121	British Library: Harley 1121	London	British Library	MS
BLHar1197	British Library: Harley 1197	London	British Library	MS
BLHar1205	British Library: Harley 1205	London	British Library	MS
BLHar1208	British Library: Harley 1208	London	British Library	MS
BLHar1239	British Library: Harley 1239	London	British Library	MS
BLHar1245	British Library: Harley 1245	London	British Library	MS
BLHar1251	British Library: Harley 1251	London	British Library	MS
BLHar1260	British Library: Harley 1260	London	British Library	MS
BLHar1288	British Library: Harley 1288	London	British Library	MS
BLHar1304	British Library: Harley 1304	London	British Library	MS
BLHar1307	British Library: Harley 1307	London	British Library	MS
BLHar1317	British Library: Harley 1317	London	British Library	MS
BLHar1337	British Library: Harley 1337	London	British Library	MS
BLHar1512	British Library: Harley 1512	London	British Library	MS
BLHar1531	British Library: Harley 1531	London	British Library	MS
BLHar1568	British Library: Harley 1568	London	British Library	MS
BLHar1587	British Library: Harley 1587	London	British Library	MS
BLHar1600	British Library: Harley 1600	London	British Library	MS
BLHar1620	British Library: Harley 1620	London	British Library	MS
BLHar1671	British Library: Harley 1671	London	British Library	MS
BLHar1701	British Library: Harley 1701	London	British Library	MS
BLHar1703	British Library: Harley 1703	London	British Library	MS
BLHar1704	British Library: Harley 1704	London	British Library	MS
BLHar1706	British Library: Harley 1706	London	British Library	MS
BLHar1717	British Library: Harley 1717	London	British Library	MS
BLHar1731	British Library: Harley 1731	London	British Library	MS
BLHar1735	British Library: Harley 1735	London	British Library	MS
BLHar1758	British Library: Harley 1758	London	British Library	MS
BLHar1766	British Library: Harley 1766	London	British Library	MS
BLHar1770	British Library: Harley 1770	London	British Library	MS
BLHar1900	British Library: Harley 1900	London	British Library	MS
BLHar1944	British Library: Harley 1944	London	British Library	MS
BLHar1948	British Library: Harley 1948	London	British Library	MS
BLHar2013	British Library: Harley 2013	London	British Library	MS
BLHar2124	British Library: Harley 2124	London	British Library	MS
BLHar2150	British Library: Harley 2150	London	British Library	MS
BLHar2169	British Library: Harley 2169	London	British Library	MS
BLHar2182	British Library: Harley 2182	London	British Library	MS
BLHar2202	British Library: Harley 2202	London	British Library	MS
BLHar2247	British Library: Harley 2247	London	British Library	MS
BLHar2248	British Library: Harley 2248	London	British Library	MS
BLHar2250	British Library: Harley 2250	London	British Library	MS
BLHar2251	British Library: Harley 2251	London	British Library	MS
BLHar2252	British Library: Harley 2252	London	British Library	MS
BLHar2253	British Library: Harley 2253	London	British Library	MS
BLHar2255	British Library: Harley 2255	London	British Library	MS
BLHar2256	British Library: Harley 2256	London	British Library	MS
BLHar2259	British Library: Harley 2259	London	British Library	MS
BLHar2260	British Library: Harley 2260	London	British Library	MS
BLHar2261	British Library: Harley 2261	London	British Library	MS
BLHar2270	British Library: Harley 2270	London	British Library	MS
BLHar2274	British Library: Harley 2274	London	British Library	MS
BLHar2277	British Library: Harley 2277	London	British Library	MS
BLHar2278	British Library: Harley 2278	London	British Library	MS
BLHar2279	British Library: Harley 2279	London	British Library	MS
BLHar2280	British Library: Harley 2280	London	British Library	MS
BLHar2281	British Library: Harley 2281	London	British Library	MS
BLHar2316	British Library: Harley 2316	London	British Library	MS
BLHar2320	British Library: Harley 2320	London	British Library	MS
BLHar2321	British Library: Harley 2321	London	British Library	MS
BLHar2330	British Library: Harley 2330	London	British Library	MS
BLHar2338	British Library: Harley 2338	London	British Library	MS
BLHar2339	British Library: Harley 2339	London	British Library	MS
BLHar2341	British Library: Harley 2341	London	British Library	MS
BLHar2346	British Library: Harley 2346	London	British Library	MS
BLHar2376	British Library: Harley 2376	London	British Library	MS
BLHar2377	British Library: Harley 2377	London	British Library	MS
BLHar2379	British Library: Harley 2379	London	British Library	MS
BLHar2380	British Library: Harley 2380	London	British Library	MS
BLHar2382	British Library: Harley 2382	London	British Library	MS
BLHar2383	British Library: Harley 2383	London	British Library	MS
BLHar2386	British Library: Harley 2386	London	British Library	MS
BLHar2388	British Library: Harley 2388	London	British Library	MS
BLHar2389	British Library: Harley 2389	London	British Library	MS
BLHar2391	British Library: Harley 2391	London	British Library	MS
BLHar2392	British Library: Harley 2392	London	British Library	MS
BLHar2394	British Library: Harley 2394	London	British Library	MS
BLHar2398	British Library: Harley 2398	London	British Library	MS
BLHar2399	British Library: Harley 2399	London	British Library	MS
BLHar2403	British Library: Harley 2403	London	British Library	MS
BLHar2406	British Library: Harley 2406	London	British Library	MS
BLHar2407	British Library: Harley 2407	London	British Library	MS
BLHar2409	British Library: Harley 2409	London	British Library	MS
BLHar2417	British Library: Harley 2417	London	British Library	MS
BLHar2445	British Library: Harley 2445	London	British Library	MS
BLHar2851	British Library: Harley 2851	London	British Library	MS
BLHar2869	British Library: Harley 2869	London	British Library	MS
BLHar2888	British Library: Harley 2888	London	British Library	MS
BLHar2942	British Library: Harley 2942	London	British Library	MS
BLHar2946	British Library: Harley 2946	London	British Library	MS
BLHar3038	British Library: Harley 3038	London	British Library	MS
BLHar3221	British Library: Harley 3221	London	British Library	MS
BLHar3300	British Library: Harley 3300	London	British Library	MS
BLHar3352	British Library: Harley 3352	London	British Library	MS
BLHar3362	British Library: Harley 3362	London	British Library	MS
BLHar3376	British Library: Harley 3376	London	British Library	MS
BLHar3383	British Library: Harley 3383	London	British Library	MS
BLHar3486	British Library: Harley 3486	London	British Library	MS
BLHar3490	British Library: Harley 3490	London	British Library	MS
BLHar3528	British Library: Harley 3528	London	British Library	MS
BLHar3542	British Library: Harley 3542	London	British Library	MS
BLHar3724	British Library: Harley 3724	London	British Library	MS
BLHar3725	British Library: Harley 3725	London	British Library	MS
BLHar3730	British Library: Harley 3730	London	British Library	MS
BLHar3760	British Library: Harley 3760	London	British Library	MS
BLHar3775	British Library: Harley 3775	London	British Library	MS
BLHar3776	British Library: Harley 3776	London	British Library	MS
BLHar3810	British Library: Harley 3810	London	British Library	MS
BLHar3823	British Library: Harley 3823	London	British Library	MS
BLHar3835	British Library: Harley 3835	London	British Library	MS
BLHar3860	British Library: Harley 3860	London	British Library	MS
BLHar3862	British Library: Harley 3862	London	British Library	MS
BLHar3865	British Library: Harley 3865	London	British Library	MS
BLHar3869	British Library: Harley 3869	London	British Library	MS
BLHar3909	British Library: Harley 3909	London	British Library	MS
BLHar3943	British Library: Harley 3943	London	British Library	MS
BLHar3945	British Library: Harley 3945	London	British Library	MS
BLHar3952	British Library: Harley 3952	London	British Library	MS
BLHar3954	British Library: Harley 3954	London	British Library	MS
BLHar4011	British Library: Harley 4011	London	British Library	MS
BLHar4012	British Library: Harley 4012	London	British Library	MS
BLHar4196	British Library: Harley 4196	London	British Library	MS
BLHar4197	British Library: Harley 4197	London	British Library	MS
BLHar4203	British Library: Harley 4203	London	British Library	MS
BLHar4205	British Library: Harley 4205	London	British Library	MS
BLHar4260	British Library: Harley 4260	London	British Library	MS
BLHar4294	British Library: Harley 4294	London	British Library	MS
BLHar4486	British Library: Harley 4486	London	British Library	MS
BLHar4690	British Library: Harley 4690	London	British Library	MS
BLHar4733	British Library: Harley 4733	London	British Library	MS
BLHar4789	British Library: Harley 4789	London	British Library	MS
BLHar4800	British Library: Harley 4800	London	British Library	MS
BLHar4826	British Library: Harley 4826	London	British Library	MS
BLHar4866	British Library: Harley 4866	London	British Library	MS
BLHar4894	British Library: Harley 4894	London	British Library	MS
BLHar4930	British Library: Harley 4930	London	British Library	MS
BLHar4912	British Library: Harley 4912	London	British Library	MS
BLHar4999	British Library: Harley 4999	London	British Library	MS
BLHar5036	British Library: Harley 5036	London	British Library	MS
BLHar5086	British Library: Harley 5086	London	British Library	MS
BLHar5259	British Library: Harley 5259	London	British Library	MS
BLHar5272	British Library: Harley 5272	London	British Library	MS
BLHar5312	British Library: Harley 5312	London	British Library	MS
BLHar5369	British Library: Harley 5369	London	British Library	MS
BLHar5396	British Library: Harley 5396	London	British Library	MS
BLHar5398	British Library: Harley 5398	London	British Library	MS
BLHar5401	British Library: Harley 5401	London	British Library	MS
BLHar5908	British Library: Harley 5908	London	British Library	MS
BLHar5927	British Library: Harley 5927	London	British Library	MS
BLHar5977	British Library: Harley 5977	London	British Library	MS
BLHar6041	British Library: Harley 6041	London	British Library	MS
BLHar6148	British Library: Harley 6148	London	British Library	MS
BLHar6149	British Library: Harley 6149	London	British Library	MS
